"Местное время в Толмачёво / им. А. И. Покрышкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"19.04.2018 16:00";"6.0";"753.1";"762.8";"31";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 15:30";"6.0";"753.1";"762.8";"31";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 15:00";"5.0";"753.0";"762.8";"33";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 14:30";"6.0";"753.8";"763.5";"31";"Ветер, дующий с юга";"4";"";"";"";"Незначительная (10-30%) 1380 м";"10.0 и более";"-10.0";
"19.04.2018 14:00";"5.0";"753.7";"763.5";"33";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Незначительная (10-30%) 1380 м";"10.0 и более";"-10.0";
"19.04.2018 13:30";"5.0";"753.7";"763.5";"33";"Ветер, дующий с юга";"4";"";"";"";"Незначительная (10-30%) 1200 м";"10.0 и более";"-10.0";
"19.04.2018 13:00";"5.0";"754.5";"764.3";"33";"Ветер, дующий с юга";"5";"";"";"";"Незначительная (10-30%) 1200 м";"10.0 и более";"-10.0";
"19.04.2018 12:30";"4.0";"754.5";"764.3";"33";"Ветер, дующий с юга";"5";"";"";"";"Незначительная (10-30%) 1200 м";"10.0 и более";"-11.0";
"19.04.2018 12:00";"4.0";"754.5";"764.3";"36";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 11:30";"4.0";"755.2";"765.0";"36";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 11:00";"3.0";"755.1";"765.0";"35";"Ветер, дующий с юго-юго-востока";"5";"10";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"19.04.2018 10:30";"2.0";"755.1";"765.0";"41";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 10:00";"2.0";"755.1";"765.0";"41";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 09:30";"1.0";"755.1";"765.0";"44";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 09:00";"0.0";"755.0";"765.0";"55";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"19.04.2018 08:30";"-1.0";"755.8";"765.8";"59";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Рассеянная (40-50%) 1440 м";"10.0 и более";"-8.0";
"19.04.2018 08:00";"-2.0";"755.7";"765.8";"64";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"19.04.2018 07:30";"-4.0";"755.7";"765.8";"74";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"19.04.2018 07:00";"-4.0";"755.7";"765.8";"69";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"19.04.2018 06:30";"-5.0";"755.6";"765.8";"74";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"19.04.2018 06:00";"-4.0";"755.7";"765.8";"69";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"19.04.2018 05:30";"-4.0";"755.7";"765.8";"69";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"19.04.2018 05:00";"-3.0";"755.7";"765.8";"69";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"19.04.2018 04:30";"-5.0";"755.6";"765.8";"74";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"19.04.2018 04:00";"-4.0";"755.7";"765.8";"63";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 03:30";"-3.0";"755.7";"765.8";"59";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 03:00";"-4.0";"755.7";"765.8";"63";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 02:30";"-3.0";"755.7";"765.8";"64";"Ветер, дующий с западо-юго-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"19.04.2018 02:00";"-3.0";"755.7";"765.8";"64";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"19.04.2018 01:30";"-2.0";"756.5";"766.6";"59";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"9.0";"-9.0";
"19.04.2018 01:00";"-3.0";"756.5";"766.6";"59";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"19.04.2018 00:30";"-2.0";"756.5";"766.6";"59";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"19.04.2018 00:00";"-2.0";"756.5";"766.6";"59";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"18.04.2018 23:30";"-2.0";"756.5";"766.6";"59";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"18.04.2018 23:00";"-2.0";"756.5";"766.6";"59";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"18.04.2018 22:30";"-2.0";"756.5";"766.6";"59";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"18.04.2018 22:00";"-1.0";"755.8";"765.8";"64";"Ветер, дующий с северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"18.04.2018 21:30";"0.0";"755.8";"765.8";"44";"Ветер, дующий с запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"18.04.2018 21:00";"0.0";"755.8";"765.8";"44";"Ветер, дующий с западо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"18.04.2018 20:30";"0.0";"755.8";"765.8";"47";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"18.04.2018 20:00";"0.0";"755.8";"765.8";"47";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"18.04.2018 19:30";"1.0";"755.8";"765.8";"41";"Ветер, дующий с северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"18.04.2018 19:00";"1.0";"755.8";"765.8";"38";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"18.04.2018 18:30";"1.0";"755.8";"765.8";"38";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"18.04.2018 18:00";"1.0";"755.8";"765.8";"35";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"18.04.2018 17:30";"1.0";"755.8";"765.8";"41";"Переменное направление";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"18.04.2018 17:00";"2.0";"755.9";"765.8";"35";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 1470 м";"10.0 и более";"-12.0";
"18.04.2018 16:30";"1.0";"755.8";"765.8";"38";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"18.04.2018 16:00";"1.0";"755.8";"765.8";"38";"Переменное направление";"2";"";"";"";"Разорванная (60-90%) 1470 м";"10.0 и более";"-12.0";
"18.04.2018 15:30";"1.0";"755.8";"765.8";"41";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"18.04.2018 15:00";"0.0";"756.6";"766.6";"40";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"18.04.2018 14:30";"0.0";"756.6";"766.6";"40";"Ветер, дующий с севера";"2";"";"";"";"Разорванная (60-90%) 1470 м";"10.0 и более";"-12.0";
"18.04.2018 14:00";"0.0";"756.6";"766.6";"44";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Разорванная (60-90%) 1410 м";"10.0 и более";"-11.0";
"18.04.2018 13:30";"0.0";"756.6";"766.6";"44";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"18.04.2018 13:00";"0.0";"756.6";"766.6";"44";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"18.04.2018 12:30";"-1.0";"756.6";"766.6";"47";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"18.04.2018 12:00";"-1.0";"756.6";"766.6";"47";"Ветер, дующий с северо-запада";"4";"";"";"";"Сплошная (100%) 1350 м";"10.0 и более";"-11.0";
"18.04.2018 11:30";"-1.0";"756.6";"766.6";"43";"Ветер, дующий с северо-запада";"3";"";"";"";"Разорванная (60-90%) 1470 м";"10.0 и более";"-12.0";
"18.04.2018 11:00";"-1.0";"755.8";"765.8";"47";"Ветер, дующий с северо-запада";"3";"";"";"";"Разорванная (60-90%) 1260 м";"10.0 и более";"-11.0";
"18.04.2018 10:30";"-1.0";"755.8";"765.8";"47";"Ветер, дующий с северо-запада";"3";"";"";"";"Рассеянная (40-50%) 1140 м";"10.0 и более";"-11.0";
"18.04.2018 10:00";"-2.0";"755.7";"765.8";"55";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"18.04.2018 09:30";"-2.0";"755.7";"765.8";"55";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"18.04.2018 09:00";"-3.0";"755.7";"765.8";"64";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"18.04.2018 08:30";"-3.0";"755.7";"765.8";"69";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
